mfcc_1_mu,mfcc_1_sd,mfcc_2_mu,mfcc_2_sd,mfcc_3_mu,mfcc_3_sd,mfcc_4_mu,mfcc_4_sd,mfcc_5_mu,mfcc_5_sd,mfcc_6_mu,mfcc_6_sd,mfcc_7_mu,mfcc_7_sd,mfcc_8_mu,mfcc_8_sd,mfcc_9_mu,mfcc_9_sd,mfcc_10_mu,mfcc_10_sd,mfcc_11_mu,mfcc_11_sd,mfcc_12_mu,mfcc_12_sd,mfcc_13_mu,mfcc_13_sd,sex,Class
1.736171429,3.823358038,-4.075074286,1.138808142,-1.216660686,1.885947943,-1.723042914,1.665431852,-0.219083814,0.752273838,-0.322406229,0.753519181,-0.514833457,0.716494903,-0.790240429,0.795533357,-0.362720257,0.555058986,-0.369839229,0.52865563,-0.030697829,0.587381777,0.184645829,0.573837045,-0.026637949,0.401714228,1,9
2.438320909,2.181280558,-4.548206061,1.752524495,-0.720888364,0.915310853,-1.571820182,1.253143808,-0.999383515,0.891442833,-1.271700909,0.836295007,-0.73979703,0.711806939,-0.225002012,0.576231944,0.010858627,0.288760611,-0.591976364,0.72978962,-0.436874485,0.500095214,-0.063351,0.408163758,-0.207447909,0.611069534,1,0
2.571999524,2.92878098,-3.467430952,0.83707061,-2.292025,1.814012211,-2.506735714,1.544013336,-0.191338019,0.635860871,-0.238576571,0.513749539,-0.317545333,0.446805862,-0.946321548,0.478821596,-0.157354731,0.4455856,-0.510271833,0.428433932,-0.583567143,0.466588178,0.047385912,0.465912061,-0.196073619,0.410901839,1,4
2.309754941,1.813045076,-3.994411441,2.947982372,0.547727529,1.167325114,-0.867890635,0.676029957,-0.144059235,1.090508282,-0.531821715,0.783563451,-0.314800265,1.182241823,0.022243471,0.501916969,0.013044882,0.634226539,0.018144421,0.442397991,-0.191881894,0.500060037,-0.129705676,0.587724213,-0.063372479,0.368912553,0,0
3.079933721,1.192876636,-2.629206977,0.428348896,0.585941767,0.749429015,-0.317332395,0.811866516,-1.210397977,0.84024702,-0.902227209,0.428720851,-0.937598372,0.407138515,-0.80091886,0.889124477,0.108229451,0.404234658,-0.567486837,0.300594854,-0.230663395,0.354802672,-0.180561884,0.363848557,-0.435497814,0.493170131,0,8
0.752750256,2.750905421,-3.155778462,2.937506356,0.493795718,0.991509572,-0.346830769,0.889159163,-0.538824179,1.11910479,-0.316211308,0.538048051,-0.44489641,0.976407618,-0.372085051,0.493718881,0.617260974,0.50296402,-0.186015908,0.397466259,-0.036871974,0.686890086,-0.031233833,0.678591157,-0.049849854,0.261140799,0,6
2.886058611,1.246668046,-4.193497222,2.073726466,-1.303203694,1.50387795,-1.494014861,1.109835787,-1.431095833,0.501821829,-0.817095833,0.9857586,0.067579917,0.631907932,-0.957107606,0.750479075,-0.497222861,0.598699363,-0.614491667,0.621507834,-0.125933276,0.405824857,-0.349575972,0.658673784,-0.330650292,0.409216358,1,1
-0.337006216,3.200418615,-2.6681,0.59730026,-0.014121459,1.088988382,-1.134820081,1.389799583,-0.292101216,0.810295146,-0.427237027,0.69014508,-0.095740486,0.604897372,-0.631442868,0.765476324,-0.164490378,0.468752996,-0.393241162,0.625997057,0.030039135,0.551224552,0.022631946,0.529260056,-0.02599773,0.411018915,1,5
2.804505364,2.027312052,-1.963524242,0.638900709,-2.191132879,1.809866247,-2.205409091,1.207940934,-0.36725812,0.427932153,-0.305946212,0.784824693,-0.386021273,0.402738452,-0.804873545,0.452266642,-0.092801939,0.446414276,-0.946169697,0.399490496,-0.637402394,0.347123719,0.247032121,0.580477823,-0.600520182,0.471267047,1,4
2.562782321,0.822936276,-4.648846429,0.786547764,-0.939916739,1.074749608,-1.203263357,0.830676536,-1.217695339,0.814620051,-0.830863107,0.446211455,-0.704086571,0.541005865,-0.908955196,0.765768368,-0.675062209,0.406683557,-0.866849821,0.284841068,-0.342014663,0.308341169,-0.300268761,0.288582729,-0.205269346,0.321382176,1,8
1.199636303,1.99234043,-2.500842424,0.553221836,0.395307606,0.902303689,-0.686768848,1.096885092,-0.854629455,0.711865919,-1.175720636,0.814644006,-0.265318848,0.872590158,-0.973632394,1.022000236,-0.697885909,0.703882897,-1.011196061,0.85024225,-0.263891061,0.658296448,-0.675706333,0.764822167,-0.601781606,0.542375592,1,2
0.745231667,2.942384283,-4.070153056,2.61428196,0.355900861,1.090304646,-0.304101667,1.203653215,-0.133986222,1.236912446,-0.399196939,0.751189799,-0.21858425,1.05002693,-0.008766453,0.61682657,0.280744631,0.485861026,0.056479917,0.395543436,0.140190611,0.867754829,0.184468028,0.366383891,0.041786278,0.378776417,0,6
2.564545556,1.232127145,-1.074644444,1.256042978,-0.372816222,1.097156123,-1.232200741,0.678407579,-1.297466296,0.607489534,-0.388311963,0.517237921,-0.057373667,0.745315132,-0.161210793,0.851214707,0.364767778,0.435864404,-0.297190926,0.373299429,-0.472932593,0.718204659,-0.395549704,0.742316048,-0.013995963,0.384116498,0,1
2.2429955,1.828043764,-4.90012125,3.107175513,-0.129717083,1.826951355,-1.092448958,1.033823356,0.377566333,1.138833648,0.562352275,0.805913474,-0.533659405,0.708844981,-0.611730333,0.672911101,0.334911708,0.566895971,0.015579892,0.490061536,-0.218269167,0.765916519,-0.085857388,0.542057592,-0.162122542,0.326424337,0,5
-0.038659171,1.601993803,-3.474352195,2.817916457,0.409133415,1.170105381,-0.754923561,1.286465831,0.300821122,0.618491154,0.270893,0.487252287,0.041627351,0.466542353,-0.364171305,0.919841936,0.357292439,0.326417179,-0.048722412,0.508906682,-0.247112517,0.493730491,-0.031111854,0.37075538,-0.160001707,0.352659967,0,5
0.802669091,3.038827958,-3.553048788,1.69489946,-0.223336091,1.43359811,-1.611349364,1.504975044,-0.363009182,1.070288901,-0.558086676,0.661300802,-0.169898727,0.697875778,-0.462956303,0.872180661,0.079494273,0.370034582,-0.299368745,0.641215989,-0.307546061,0.598003689,-0.107689448,0.38234573,0.099466818,0.403451522,1,0
3.03728908,1.414443163,-4.081384,2.436983982,-1.35951776,1.891139029,-2.1756058,0.773110761,-1.76836016,1.002884845,-0.17477906,1.30875331,0.19246588,0.607139485,-0.62746982,0.519097914,-0.6316991,0.657112688,-0.468208506,0.508350759,-0.03924256,0.381014023,0.031642022,0.474234791,-0.2106085,0.357225842,1,1
-0.6631064,1.998138278,-3.92602,2.18252213,0.160606,1.351214681,-0.912000052,1.156220031,0.39555064,0.663001801,-0.01196596,0.382705477,0.218143402,0.471571208,-0.27944696,0.693824244,0.0229822,0.462904447,-0.32567624,0.728114272,-0.0940778,0.430312533,0.283410596,0.305487363,-0.214811,0.400798481,1,5
3.186778,1.475474041,-2.679207667,2.255533209,-0.495601,1.453503019,-0.517059867,1.276988554,-1.283853,0.678906941,-0.703734467,0.69349223,0.196254033,0.672731715,-0.061701933,0.882551102,-0.203529133,0.644721369,-0.4105948,0.500306178,-0.2725759,0.443139195,-0.191827933,0.39502264,0.0041447,0.310154277,0,1
3.867657783,1.848561044,-3.627963043,1.449692821,0.755456152,1.514282317,0.662881361,0.975074712,-2.153415391,1.259545802,-0.96591587,0.484129884,-0.819126196,0.669463548,-0.311778167,1.030101457,-0.948546522,0.435917675,-0.400358761,0.455393188,-0.046415093,0.444926258,0.095267237,0.380097139,-0.113752283,0.479378687,0,2
0.376221622,2.847441877,-4.073618919,2.826950077,0.472433135,0.61671321,-0.826107027,0.891174274,-0.336819146,0.711029472,-0.729204378,0.605563636,-0.050890784,0.81506821,-0.530313027,1.057970038,0.090967946,0.486254898,0.044264168,0.483585124,0.433717919,0.62480366,-0.05943773,0.438147432,-0.12454673,0.663064599,0,0
1.11125519,2.375662211,-1.60317731,1.340424388,1.369279048,0.796971344,-0.699667214,1.14989393,-0.699906619,0.673004532,-0.508308357,0.640549726,-0.4535275,0.926886337,-0.347563895,0.562204172,0.628480476,0.426927213,0.150942317,0.282018085,-0.386665669,0.544378683,-0.3448255,0.399034059,-0.008178143,0.283509034,0,3
0.562423889,3.850295361,-4.3035,1.481919904,-2.027793686,2.304023667,-1.349375771,1.231895613,-0.039554393,0.758775498,0.031634514,0.774031541,-0.323616943,0.66163233,-0.143160857,0.485164463,-0.168898543,0.490872093,-0.218272857,0.43309216,0.208069629,0.305185018,0.18920196,0.417271954,-0.1658968,0.561594878,1,9
1.320238541,2.882382589,-3.573578378,1.663280961,-0.701754297,1.742363909,-1.198609676,1.193487533,0.236110581,0.975781502,-0.394250108,0.799672353,-0.414979811,0.59768136,-0.464355838,0.896357266,-0.128971314,0.452759918,-0.382340216,0.684025903,-0.342044011,0.638232409,0.123243832,0.415186204,-0.083355086,0.331059702,1,5
3.249272121,1.218191161,-2.04204303,0.753709341,-0.689266667,1.094952568,-2.378787909,1.347548615,-0.643865576,0.725909401,-0.902189818,0.487430905,-0.271133182,0.383580335,-1.08776697,0.432954703,-0.274998697,0.484255727,-0.567280248,0.331409724,-0.599064061,0.335851418,-0.70974303,0.459194916,-0.286975727,0.468373248,0,4
0.962031185,2.307198013,-4.8936,1.944551399,0.037633588,1.193049464,-1.29261235,1.255030931,-0.4470355,1.326745786,-0.692817591,1.043697659,-0.055093588,0.890340381,0.117475818,0.602032994,0.014001353,0.399156921,-0.093600029,0.498183453,0.052743324,0.388820445,-0.009629559,0.609157151,0.020068297,0.573575859,1,0
0.322067,2.740348083,-3.38279,0.661087221,-0.702815075,1.008365279,-1.3002636,1.003770166,-0.89069805,0.907326358,-0.688189488,0.709819539,0.139261245,0.371280498,0.00756235,0.462041055,-0.393304425,0.574778351,-0.4092281,0.439453548,0.153427725,0.331097351,-0.508222583,0.65032305,-0.076569553,0.389632289,1,3
3.037880488,2.749075762,-2.124104634,1.013172182,-0.464299951,1.066225797,-1.08134639,0.739747636,-0.39279036,0.674158726,0.02055322,0.658370371,-0.187468463,0.548654449,0.670204366,0.468043677,0.324110976,0.38412252,-0.185649293,0.417747244,-0.817933122,0.661836137,-0.299726732,0.479650809,0.088983976,0.303039903,0,3
0.901595886,2.673840628,-1.577891136,0.545483103,0.591904114,0.526698059,-0.4633625,0.939147358,-0.403613695,0.532312966,-1.02501807,0.722588381,-0.71223575,0.666898493,-0.523248173,0.600875929,0.434093227,0.310676351,-0.313770705,0.413280846,-0.399996727,0.61087443,-0.374976262,0.545939364,0.101840841,0.314727355,0,3
-0.420440867,1.4792167,-3.902906667,1.727846579,-1.085864,1.468670702,-0.736576267,1.081573374,0.3818836,0.948924122,-0.2871522,0.744790468,-0.442535267,0.523001406,0.111472067,1.128130871,-0.318114133,0.68878738,-0.476336667,0.761635821,-0.151304067,0.332472248,-0.049268133,0.689277074,-0.280794333,0.315831996,1,5
3.930734694,1.141787993,-3.633304082,0.676618609,-0.181777714,1.073011002,-1.262389673,0.768978921,-1.871036531,0.683293669,-1.855407143,0.507404993,-0.600001082,0.466095266,-1.06237849,0.946991179,-0.300975847,0.447959327,-0.772567755,0.317695042,-0.148938163,0.34779213,-0.622094138,0.388118327,-0.642941878,0.306548109,1,8
3.509572744,2.149581087,-0.235362986,0.771926052,-1.640343465,1.696854248,-1.989892419,0.724054079,-0.793395365,0.510677435,0.591752977,0.713322879,-0.326483337,0.458890699,-0.422898163,0.667290279,0.234959674,0.434108416,-0.030421007,0.348162758,-0.365690116,0.67331838,-1.117930395,0.556800323,0.341268947,0.660768195,0,4
2.910715854,1.446654162,-2.948816667,0.582333652,-0.167032813,1.207401633,-0.012668563,1.053138237,-1.300094167,0.816777634,-0.674106206,0.427296278,-0.970322917,0.449707271,-0.144751854,0.615151948,0.024849729,0.439328693,-0.327344875,0.276136394,-0.294923979,0.49685351,-0.016607146,0.353247534,0.028888246,0.400057964,0,8
1.2235467,1.288900044,-3.108008633,2.973071935,-0.1983147,0.98601102,-0.747647967,0.623027411,-0.4260434,0.837683335,-0.285786093,0.55749821,-0.199086867,0.81278958,-0.426419733,0.719029381,0.603537333,0.363447111,0.062525833,0.396919023,-0.183591533,0.401650118,0.028252477,0.62867896,0.17304052,0.340417041,0,0
2.082147297,3.049438415,-3.198990811,0.944583236,-1.124615835,1.499871322,-1.855336657,1.092900562,-1.353295297,0.798749521,-0.979865135,0.884744132,-0.120575914,0.782186354,0.082392568,0.641421735,-0.465329751,0.514384098,-0.596269838,0.467209614,-0.019532865,0.554054474,-0.406993173,0.510974149,-0.54918827,0.702843057,1,3
2.951314927,1.784009965,-3.6344,0.77465634,-2.225791463,1.578340733,-2.089827805,1.098414389,-0.217955805,0.61053317,-0.442098415,0.824529901,-1.18558,0.483515555,-0.489389493,0.656943582,-0.706734746,0.649054256,-0.991020732,0.446639576,-0.557058966,0.354855963,0.077484556,0.403554177,-0.147713451,0.533097244,1,4
4.2313514,2.875683309,-3.622734,1.395139569,-2.29102862,2.316289981,-1.55562166,0.896756053,-0.2127258,0.755000273,0.00998714,0.792857526,-0.4279786,0.55777551,-0.501978,0.854772009,-0.36172908,0.406709801,-0.5408726,0.643483002,-0.44242574,0.496991916,0.065237542,0.39582942,-0.121500002,0.4031256,1,7
0.715306389,2.264108247,-1.01594825,0.728442407,0.873124167,1.719665558,-0.200631633,0.98846013,-0.460034167,0.537012656,-0.839789361,0.804977574,-0.48414845,0.473823521,-0.365603167,0.979069756,-0.036848389,0.328295027,-0.349554361,0.464200507,-0.207675056,0.418900037,-0.054771361,0.409468102,-0.006705178,0.214958767,0,2
4.216248333,1.506487028,-3.843050625,2.312960675,-1.41989375,1.096404689,-2.407024583,0.72666851,-1.348337083,0.757069776,-0.900020417,0.816528994,-0.046505796,0.686751997,-0.379342025,0.553396082,-1.188233333,1.023955164,-0.702892333,0.650061006,-0.572444625,0.373138345,-0.086574833,0.399911252,-0.057671792,0.676187766,1,1
0.707578056,3.294048059,-3.343777778,1.297493264,-0.609921222,1.481863749,-0.818969014,0.951689877,0.173108667,1.11478527,-0.499946389,0.619024861,-0.451223611,0.546133374,-0.418396278,0.80027085,-0.234817,0.435352015,-0.547834753,0.669233092,-0.320282417,0.540112266,0.023451864,0.366950413,-0.400848778,0.448247176,1,5
3.745854163,1.829384186,0.369512535,0.836148304,-2.651552093,1.755095105,-2.268578744,1.185620351,-0.518268433,0.611738515,-0.236624475,0.527723146,-0.088417488,0.598313939,-0.944120465,0.490793742,-0.697150628,0.508673283,-0.419491907,0.362765407,-0.294570163,0.425267048,-1.216954419,0.55796497,-0.07502926,0.36012077,0,4
3.252788462,3.116071612,-3.107951282,1.033230322,-1.466318064,1.645569308,-2.082991282,1.039317678,-1.001149941,0.644440449,-1.155456564,0.875941609,-0.325568621,0.625467044,-0.121815769,0.567574687,-0.607301308,0.526137721,-0.660107179,0.570054915,-0.354976846,0.47505941,-0.161404667,0.329376267,-0.500557667,0.471721584,1,3
2.000618704,3.035606373,-3.727546296,1.448648445,-0.072908333,1.59534605,-0.62950887,0.757507639,-1.848043407,1.076337159,-1.309737222,0.767721668,-0.527406246,0.422549564,-0.779718759,0.574164222,-0.579410148,0.557495003,0.050089387,0.536003902,0.299423535,0.540197507,-0.499515741,0.771931156,-0.40439913,0.424092621,1,2
3.425717917,1.803044537,-2.869635,1.024775425,-2.504731667,1.720116244,-2.565267292,1.185289396,-0.64930775,0.527997055,0.001599083,0.85908661,-0.961707479,0.464346143,-0.905644104,0.687744518,-0.565530167,0.437837629,-1.377171667,0.54270563,-0.753532708,0.502659495,0.008164375,0.358837446,0.177583956,0.297922238,1,4
2.414844211,2.047811469,-3.163481579,1.381301076,-0.380850263,1.197398273,-1.2540855,0.982154077,-1.137143789,0.980292779,-1.228013395,0.840932675,-0.405297526,0.546282196,-0.645984263,0.716667107,0.060220605,0.515888456,-0.427936013,0.493896284,-0.273302579,0.545997452,-0.401069392,0.510295767,-0.087088337,0.567357641,1,0
1.998968333,2.921302648,-3.538588889,1.130669282,-0.8660065,1.883367423,-1.84448675,1.711781058,-0.068818917,0.851172231,-0.491897422,0.892590013,-0.603493139,0.596784377,-0.670202056,0.581774002,-0.453880389,0.546644514,-0.467131444,0.489543971,-0.298894472,0.446037771,0.090536694,0.285403959,-0.365826472,0.429897324,1,9
-0.164973611,2.530718427,-3.976025,1.456258044,-0.293587389,1.440772277,-0.628632778,1.022515396,0.238060464,0.768431293,-0.140028028,0.666274822,-0.447400614,0.860010053,-0.230797436,1.278570174,-0.188961429,0.601677057,-0.276925222,0.911836489,-0.182330611,0.705085055,0.158507417,0.337642094,0.027660972,0.480619418,1,5
0.619496047,4.009431125,-4.03565814,1.558191407,-0.357519791,1.378848091,-1.033376165,1.240073965,-0.399491774,0.965341706,-0.636489163,1.071538453,-0.129826728,0.63032728,-0.172932149,0.642831169,-0.216066298,0.543060959,-0.487169767,0.873260621,-0.006638558,0.621776944,0.509801256,0.354247704,0.040615442,0.577161159,1,6
3.541363265,1.147574388,-2.986834694,0.439680355,-0.153403408,0.960561494,-0.960710245,0.617227343,-1.715731449,0.649174498,-1.723549184,0.514844054,-0.542157857,0.340404164,-0.727978349,0.786351382,0.03034272,0.460081844,-0.765064286,0.252127656,-0.292662427,0.410266792,-0.726251633,0.240071647,-0.507956408,0.277935309,0,8
1.506558298,1.799622865,-3.148378723,0.808430176,-1.006989213,1.258503026,-1.475191064,1.124861811,-0.434639936,0.648466697,-0.636362787,0.566222649,-0.630692532,0.482639177,-0.897833404,0.493353949,-0.402514617,0.577761127,-0.89465617,0.531692943,-0.49270934,0.429828782,-0.076907547,0.401339561,-0.316065,0.596316446,1,4
1.840869442,2.929466631,-2.193911731,0.899873141,0.193267635,1.663607072,0.266260923,0.923042289,-0.831832737,0.963911551,-1.076091462,0.793254139,-0.548860135,0.427999146,-0.718605404,0.994990618,-0.332520554,0.453294289,-0.533431862,0.552526578,-0.218344912,0.766098893,-0.25824486,0.4903883,-0.138288158,0.334922344,0,2
0.6297225,3.817105787,-3.858719444,0.970130949,-0.96084625,1.748971446,-1.287606472,1.274998988,-0.523131028,0.780851512,-0.500316833,0.763502822,-0.259205,0.56564063,-0.502770278,0.70981215,-0.509958139,0.639239463,-0.497691389,0.69458362,-0.125068083,0.481784215,0.090649889,0.379599586,-0.228294667,0.506945911,1,9
2.800845385,1.615875268,-1.44158659,0.647188766,-1.153650256,1.457314917,-2.121109744,1.33478819,-0.58391817,0.425274215,-0.113769717,0.613096233,0.175361964,0.578808184,-0.857156667,0.483955222,0.268668462,0.565036218,-0.059000659,0.32182692,-0.711002564,0.437338213,-0.564297205,0.362611151,0.048286423,0.314273633,0,4
5.008216129,2.539303974,-4.294219355,1.294175677,-3.671140645,1.832376149,-2.286179355,0.823697917,-0.341929226,0.830677504,-0.333109161,0.778763764,-0.43544771,0.568745339,-0.463340871,0.47188782,-0.606111935,0.671909478,-0.727287065,0.472830313,-0.5887439,0.572680691,0.444504503,0.497134598,-0.44786871,0.432109852,1,7
3.682701233,2.021232526,-1.753728333,0.654753763,-1.455966567,1.837549335,-1.604450667,1.20642434,-0.2596807,0.670736813,-0.161171433,0.46208787,0.076807533,0.541246504,-0.5687162,0.613330055,0.006435833,0.491108114,-0.4904413,0.343330669,-0.7782355,0.279667044,-0.39954268,0.404537848,-0.009619048,0.438735975,0,7
-0.094689974,2.997972679,-3.870351282,1.420457531,-1.267558,1.885390112,-1.468386308,1.040303575,-0.220717103,0.906218649,-0.463849897,0.762751518,-0.118007333,0.797592348,0.398386974,0.623221504,-0.362181323,0.448176157,-0.278370385,0.538373652,0.277491831,0.454783082,-0.005176533,0.466715572,-0.060534431,0.578847607,1,5
1.423364111,1.332779201,-2.551054889,2.194405542,-0.119554833,1.216712387,-0.876837083,0.946473748,-0.8830655,0.485435165,-0.750760833,0.684869213,0.28748525,0.807084947,-0.084705833,1.028659199,-0.188388028,0.607394356,-0.400347722,0.413221737,-0.248708139,0.54333687,0.013541278,0.416442015,-0.10434175,0.569349938,0,1
0.1854844,2.463736665,-2.90762,0.79430926,-0.234459472,1.198611531,-1.78946822,1.304967797,-1.226495506,0.911179015,-1.27110248,0.991854904,0.2952088,0.680905543,-0.1761823,0.570199797,0.1958908,0.342138051,-0.4651028,0.622114122,0.07454384,0.552042252,-0.175559214,0.551765864,-0.124678248,0.522023897,1,3
0.018741711,2.317798902,-4.001718421,1.490552443,0.099253211,1.294972983,-0.308958947,0.887593888,0.156403105,0.676894581,-0.255855868,0.420666459,-0.319885184,0.631134343,-0.056190553,0.925055895,-0.234733316,0.541379445,-0.527015605,0.684091522,-0.389691368,0.67302949,-0.227665647,0.438699567,-0.370215816,0.492533295,1,5
2.007996021,1.817895597,-2.234507083,0.881264953,-2.39255125,1.7778973,-1.325655808,1.098917559,-0.374168292,0.569696301,-0.602314063,0.540296544,-0.936538193,0.542281175,-0.915629854,0.620995122,-0.433518417,0.616364042,-0.887825521,0.490888299,-0.470733181,0.423209184,-0.033949073,0.378982212,-0.349660777,0.479525308,1,4
2.416156957,2.005104615,-5.37053913,2.927580713,0.383668452,0.804885244,-1.094976261,0.637943978,0.066284696,1.247558644,-0.672839391,0.929184167,-0.197194,1.167843468,-0.35931287,0.597519929,0.073039696,0.320992772,-0.131459009,0.636658255,0.155025087,0.453686478,-0.176033322,0.659836984,0.187475783,0.39767668,0,0
1.744766316,2.839639728,-3.739443158,2.327180833,-0.058902283,1.39887914,-1.001027805,1.398151685,-0.388119895,0.851364589,-0.877795184,0.933466363,-0.215562984,0.767663879,-0.630992132,0.541379943,0.021279895,0.652163103,-0.419781368,0.449975539,-0.365757203,0.770972606,-0.333079947,0.638648033,-0.281969171,0.447226627,0,6
0.441515946,3.349100696,-3.309621892,1.454795169,0.340632432,1.434009638,-0.921826432,0.851029119,-1.618929459,1.338068482,-0.742092784,0.865426313,-0.24147203,0.664989897,-0.549852676,0.990166685,-0.839414405,0.986524552,-0.437158919,0.585846384,0.037768595,0.533429092,-0.260074865,0.648561106,0.043908203,0.38587434,1,2
1.262502188,2.859409168,-2.149946563,1.036013691,0.554130313,1.40705414,0.396214156,0.800967823,-0.421107446,0.606973493,-0.588914063,0.649873486,-0.56166325,0.646667379,-0.136647094,0.838734298,-0.053002,0.564354955,-0.099013625,0.304387863,-0.13623475,0.345611396,0.036629053,0.246857412,0.075838625,0.220679517,0,2
2.989404333,2.079000567,-2.836136,2.197704688,-0.762369867,1.550149804,-0.877404167,0.959392738,-0.2572764,0.835261127,0.239553833,0.469257973,-0.016173233,0.397665304,-0.010664423,0.546833262,0.198417233,0.518637349,-0.5078257,0.52217053,-0.708544133,0.626242231,-0.445376667,0.662140215,-0.051980013,0.4381206,0,7
3.629911522,2.06445627,-3.453385217,1.06957649,-2.65233263,1.634055649,-2.361429978,1.056514152,0.038439772,0.848242255,-0.635370609,0.72831132,-1.014211217,0.864791925,-0.50086663,0.405260205,0.058257043,0.445169325,-0.4664125,0.586224671,-0.8159125,0.513568685,0.05157537,0.455995964,-0.062248522,0.624260895,1,4
2.3083025,0.834913516,-1.91686325,0.675258392,1.32991319,0.77463005,0.362818395,0.59643205,-0.73129115,0.756612187,-0.929257975,0.496598495,-0.4263384,0.376914465,-0.76834025,0.793569768,0.15829395,0.430323129,-0.628437075,0.361686878,-0.35898518,0.283312332,-0.38200255,0.296405834,-0.500098,0.270078339,0,8
2.49464525,1.144206795,-3.1815275,0.457749656,-1.267768875,1.17116444,-2.026104618,1.146522606,-0.4274739,0.730629615,-0.625126209,0.682405425,-0.527683823,0.328985912,-0.81549975,0.433122133,-0.581087275,0.359110772,-1.17109325,0.393645652,-0.743980438,0.378551461,-0.352414203,0.427424117,-0.565415185,0.426518447,1,4
0.680382105,2.671953101,-0.930501397,1.085603718,1.515171053,0.945890224,-0.034970263,1.359439403,-0.229601158,0.573078312,-0.196286395,0.640291789,-0.628865974,0.785108502,-0.804500263,0.527734019,0.453892839,0.469534828,0.024542526,0.469768818,-0.304667789,0.560514687,-0.192340579,0.580283855,-0.239682579,0.284029291,0,2
1.244867018,1.906755579,-3.651253214,2.447833027,0.524751786,1.128119654,-0.508608,1.3456733,0.558480107,0.810072846,0.48719445,0.465581855,0.051814036,0.400397675,-0.039629286,0.99975677,0.426694571,0.375492187,-0.295979961,0.466410445,-0.417555275,0.511627585,-0.147165,0.415734586,-0.1246107,0.434662051,0,5
0.484101233,2.944462589,-3.853390698,2.511881274,0.795370791,0.72159211,-0.40272446,1.21972096,-0.382128726,1.196710795,-0.516198116,0.643753476,-0.288245558,0.891041877,-0.128366423,0.572774187,0.061533116,0.653779512,-0.234741977,0.519013763,-0.024608133,0.776763524,-0.001717391,0.50967091,-0.206220605,0.511979905,0,6
2.034647582,2.698242222,-2.765515385,0.817029491,-1.058226718,1.419422302,-1.810215974,1.369678192,-0.067128949,0.601795149,-0.188189641,0.602281608,-0.263182154,0.560973087,-0.627076103,0.688895214,-0.154199403,0.439138569,-0.542602051,0.535105773,-0.625012,0.58142614,-0.222447538,0.338236581,-0.321135995,0.439911994,1,7
2.128783571,0.988691123,-2.692530952,0.609669187,1.050021929,0.814256751,0.03847519,0.911957389,-0.784290571,0.566258699,-1.304350907,0.562556632,-0.835803924,0.328258651,-0.66277784,1.127712345,-0.328756024,0.494244561,0.018478214,0.485696977,-0.367648431,0.374957553,0.250111379,0.430970114,-0.433443533,0.34522087,0,8
3.783957188,1.315898447,-4.1336825,2.253164626,-2.045158438,1.647382721,-1.899811063,1.114463306,-1.871117813,0.722558481,0.014401719,1.39449431,-0.006003719,1.040730063,-0.626578125,0.81355389,-0.937069956,0.783837677,-0.650770778,0.600362762,-0.370772281,0.631512416,-0.023044466,0.495098729,-0.405838313,0.605375525,1,1
0.23107549,3.756784139,-4.253182353,1.408469856,-0.219627451,1.947820767,-1.055225412,1.446411708,-0.747916835,1.142027041,-0.475459118,0.747159679,-0.153043275,0.637743929,-0.535910123,0.956370516,-0.165692294,0.568139935,-0.105458339,0.808763328,0.499586186,0.747842234,0.739075516,0.550555429,0.328451137,0.473145787,1,6
1.7114631,1.334988456,-2.402485,0.412343147,-0.952376775,1.22873839,-2.00617925,1.340991204,-0.32831885,0.464361713,-0.168162793,0.506791947,-0.268763225,0.290347833,-1.2198072,0.485944884,-0.308936675,0.444330477,-0.99181975,0.433748965,-0.75068475,0.295613905,-0.270599028,0.359547842,-0.598685618,0.326750086,1,4
1.156431429,2.625905678,-1.621357347,0.865492021,-0.068363878,1.511677809,-0.973709735,0.957028749,-1.275979449,0.781970201,-1.116079122,0.755778044,0.052993673,0.547814599,-0.862556898,0.780156813,-0.261492451,0.656513689,-0.785483571,0.504474719,-0.416114469,0.444855581,-0.792062939,0.622015623,-0.534094137,0.367865022,1,2
1.774121951,3.288138677,-1.924929024,0.725446386,0.691563659,1.167115453,0.311826317,0.938201828,-0.710247854,0.899770194,-0.194490488,0.472965631,-0.791147857,0.898057432,-0.101607854,0.963072187,0.00812629,0.548248012,-0.225754146,0.35000613,-0.211504854,0.558064434,-0.1410167,0.517318887,-0.051833805,0.328853756,0,2
4.174941463,1.064717337,-3.606592683,0.927813612,-0.426000927,1.745294499,-2.021664146,0.779268269,-1.750181317,0.906843547,-1.533429049,0.672469245,-0.63932922,0.513236354,-1.027466585,0.451372476,-0.525326661,0.39592699,-0.880603171,0.356953946,-0.45964139,0.315318861,-0.590820337,0.334490013,-0.457641176,0.394734798,1,8
3.654601154,1.175188313,-3.762034615,0.61358918,-0.180939565,0.817171636,-1.271851463,0.890772748,-1.664372106,0.781630215,-1.712837135,0.588414274,-0.69270329,0.584497608,-1.142370981,0.87730555,-0.382684269,0.520405075,-0.716913538,0.432446832,-0.200206329,0.340252636,-0.625613538,0.350907578,-0.629480577,0.283677514,1,8
